聚类种类,第一学年-次消费均价,第一学年-全年消费次数,第一学年-早餐消费次数,第一学年-中餐消费次数,第一学年-晚餐消费次数,第一学年-早餐消费均价,第一学年-中餐消费均价,第一学年-晚餐消费均价,第一学年-全年消费波动性,第一学年-日消费波动性,第一学年-最高值,第一学年-消费极差,第一学年-上四分位点,第一学年-下四分位点
1,1064.5360824742268,485.0,130.0,189.0,166.0,605.5384615384615,1366.7724867724867,1079.879518072289,676.0465525700081,575.481585592033,5400.0,5250.0,1400.0,592.5
2,1063.044164037855,317.0,126.0,134.0,57.0,631.1111111111111,1456.0074626865671,1094.0350877192982,656.5133310286981,464.388135034652,3515.0,3365.0,1400.0,537.5
1,811.4055636896047,683.0,209.0,228.0,246.0,516.1244019138755,1026.622807017544,862.8048780487804,580.4166634455288,461.704206125021,6600.0,6450.0,950.0,500.0
2,546.115107913669,278.0,148.0,98.0,32.0,380.81081081081084,807.2448979591836,510.9375,307.53377237650875,212.918588877463,2200.0,2100.0,700.0,320.0
1,829.9461641991925,743.0,255.0,238.0,250.0,656.0,1115.8403361344538,735.2,588.4216819526549,471.553410225565,5190.0,5090.0,1000.0,500.0
1,830.6703910614525,358.0,110.0,166.0,82.0,538.2727272727273,1075.3614457831325,727.560975609756,552.1921440137802,382.116336929318,4550.0,4400.0,1000.0,500.0
1,1158.7072243346008,526.0,163.0,190.0,173.0,700.7361963190184,1523.1052631578948,1190.0,796.2786490731476,594.817999883178,6000.0,5900.0,1600.0,600.0
2,821.629213483146,712.0,195.0,260.0,257.0,380.5128205128205,1049.0,926.3035019455253,497.93536071198116,474.365985529207,3200.0,3100.0,1100.0,500.0
1,1271.5208333333333,480.0,63.0,210.0,207.0,651.4285714285714,1449.4285714285713,1279.7584541062802,808.806195408952,714.332486851177,6000.0,5880.0,1650.0,800.0
2,813.1786941580756,582.0,134.0,228.0,220.0,404.4776119402985,1028.7280701754387,838.7272727272727,535.8925039656895,502.028441426474,3400.0,3300.0,1000.0,500.0
2,758.3047619047619,525.0,174.0,174.0,177.0,478.7931034482759,990.0574712643678,805.2542372881356,540.6036152088068,394.311307699097,3700.0,3580.0,900.0,450.0
1,771.3622754491018,668.0,212.0,241.0,215.0,596.6509433962265,987.9668049792531,700.8372093023256,564.533200664906,421.542613408568,5600.0,5450.0,900.0,500.0
2,909.248,625.0,182.0,209.0,234.0,503.7912087912088,1219.4258373205741,947.5641025641025,606.9174409202727,544.691580702517,3190.0,3090.0,1200.0,500.0
1,915.4472049689441,483.0,181.0,159.0,143.0,702.6187845303867,1140.7358490566037,934.3356643356643,569.0885167255086,392.587138257248,4800.0,4730.0,1150.0,600.0
1,1217.7924217462933,607.0,203.0,207.0,197.0,902.167487684729,1362.9951690821256,1390.4568527918782,821.9830880993246,665.843575400657,6000.0,5900.0,1550.0,700.0
2,774.4903846153846,520.0,190.0,198.0,132.0,549.3684210526316,1023.7373737373738,724.6590909090909,527.0188922797702,396.045693227435,3800.0,3700.0,1000.0,400.0
1,1095.7582938388625,633.0,171.0,235.0,227.0,658.859649122807,1274.936170212766,1239.3832599118944,678.6597630010236,582.869924836447,6130.0,5930.0,1300.0,700.0
2,754.3571428571429,350.0,151.0,107.0,92.0,440.6291390728477,1064.5794392523364,908.4782608695652,487.469499451382,329.619269107085,4050.0,3950.0,950.0,350.0
2,1023.9509306260576,591.0,146.0,233.0,212.0,504.52054794520546,1284.0343347639484,1095.8254716981132,664.5590429305685,615.600304363478,4400.0,4200.0,1200.0,800.0
2,860.3478260869565,115.0,52.0,55.0,8.0,663.6538461538462,1028.7272727272727,981.25,353.6038105724365,159.623425215822,2800.0,2700.0,1087.5,462.5
1,1060.4885993485343,307.0,85.0,145.0,77.0,696.0,1395.3793103448277,832.2077922077922,687.9830444828737,471.714904406651,6100.0,6000.0,1400.0,500.0
3,1376.3372549019607,255.0,95.0,89.0,71.0,761.8736842105263,1972.3370786516855,1451.4084507042253,848.2204692208285,475.610630758488,8900.0,8762.0,1867.5,640.0
2,1163.6774193548388,465.0,64.0,203.0,198.0,435.0,1419.8522167487686,1136.5656565656566,769.4149643048927,633.003083024658,3800.0,3700.0,1800.0,600.0
1,948.6770428015565,514.0,119.0,201.0,194.0,526.1344537815127,1167.4626865671642,981.1855670103092,607.0013554459711,495.713957793573,5800.0,5650.0,1140.0,600.0
1,1099.955947136564,227.0,62.0,77.0,88.0,644.0322580645161,1341.8181818181818,1209.5454545454545,633.7358765180599,356.229601696678,5160.0,5010.0,1400.0,500.0
2,970.3539823008849,452.0,74.0,193.0,185.0,487.43243243243245,1083.782383419689,1045.1891891891892,601.1258667983955,520.026641081705,3620.0,3500.0,1200.0,600.0
2,662.5344827586207,580.0,188.0,222.0,170.0,444.25531914893617,826.8468468468468,689.3529411764706,416.15834260107755,338.399400348813,3050.0,2990.0,800.0,500.0
2,936.2088520055325,723.0,268.0,233.0,222.0,583.7686567164179,1269.0515021459228,1012.3423423423424,598.2459935447648,520.201731472516,3930.0,3780.0,1200.0,550.0
2,936.2369337979094,574.0,199.0,198.0,177.0,517.3869346733668,1279.5454545454545,1023.1073446327683,666.918639262811,588.419607043891,3500.0,3350.0,1200.0,500.0
2,1074.8686514886165,571.0,138.0,218.0,215.0,576.8115942028985,1205.2752293577983,1262.3255813953488,688.1740913133723,611.462641135328,3650.0,3550.0,1300.0,700.0
2,999.0285714285715,595.0,132.0,228.0,235.0,561.8939393939394,1089.8333333333333,1156.468085106383,646.1322310434546,606.620893931635,3900.0,3800.0,1250.0,600.0
2,627.1794871794872,156.0,77.0,59.0,20.0,486.8831168831169,856.1016949152543,492.0,304.2172212249754,155.751749692968,3150.0,3050.0,850.0,300.0
1,694.344262295082,366.0,168.0,108.0,90.0,516.0119047619048,949.5370370370371,721.0,498.35190020601027,348.182358475205,5330.0,5230.0,900.0,350.0
2,632.6116838487973,291.0,164.0,112.0,15.0,426.4024390243902,962.4107142857143,424.6666666666667,376.0036483283006,268.228233164766,2400.0,2300.0,900.0,350.0
1,837.344398340249,482.0,144.0,177.0,161.0,471.3888888888889,1129.4350282485875,843.5403726708074,691.9134546248862,431.107824993057,5980.0,5880.0,950.0,500.0
2,705.0298210735587,503.0,214.0,164.0,125.0,438.0841121495327,984.0243902439024,796.0,482.5181096651583,364.178952597259,3300.0,3180.0,950.0,400.0
2,1104.88995215311,209.0,69.0,74.0,66.0,821.7391304347826,1367.7297297297298,1106.2121212121212,535.6883751721039,257.027809958782,2820.0,2520.0,1225.0,800.0
2,593.974358974359,546.0,176.0,234.0,136.0,297.89772727272725,880.0,485.0,413.1805064740438,362.412446092842,2700.0,2600.0,850.0,300.0
2,892.924791086351,359.0,40.0,163.0,156.0,521.75,989.3865030674847,887.3076923076923,508.1874469017774,410.659190071407,2600.0,2500.0,1100.0,600.0
2,926.304,125.0,21.0,65.0,39.0,658.952380952381,972.1846153846154,993.7948717948718,374.10101644033904,193.430425894676,3888.0,3588.0,1062.5,600.0
2,1103.9156626506024,332.0,76.0,161.0,95.0,731.9736842105264,1231.8012422360248,1184.7368421052631,613.9274978191381,485.138992593588,3100.0,2950.0,1400.0,800.0
2,494.2942942942943,333.0,134.0,153.0,46.0,294.17910447761193,709.0196078431372,363.04347826086956,329.34121227736637,232.252359573136,4020.0,3920.0,600.0,250.0
2,1060.3740157480315,254.0,87.0,88.0,79.0,896.6666666666666,1296.8181818181818,977.2784810126582,597.8138983341705,379.094622836602,3700.0,3600.0,1200.0,550.0
1,1143.446327683616,177.0,85.0,37.0,55.0,821.4117647058823,1341.3513513513512,1508.0,543.9884988175454,249.663802705589,4500.0,4400.0,1400.0,800.0
2,973.3830845771145,402.0,119.0,141.0,142.0,652.5210084033613,1161.985815602837,1055.0,582.8972702142104,454.144915316777,3400.0,3300.0,1200.0,700.0
2,717.1704180064309,311.0,162.0,99.0,50.0,509.0740740740741,1008.5858585858585,814.4,440.3039413211722,310.334665961905,3450.0,3300.0,800.0,500.0
2,1180.625,80.0,18.0,33.0,29.0,927.7777777777778,1195.4545454545455,1320.6896551724137,373.02943256511264,118.67479928605,2700.0,2500.0,1275.0,1000.0
2,1089.8839907192576,431.0,148.0,146.0,137.0,774.7972972972973,1265.8219178082193,1242.7737226277372,667.5892320474272,449.252704070032,4200.0,4100.0,1300.0,700.0
2,936.7509025270758,277.0,103.0,113.0,61.0,570.2912621359224,1155.486725663717,1150.327868852459,522.0428283478601,342.744781333833,3600.0,3400.0,1200.0,550.0
1,1042.7882037533511,373.0,38.0,168.0,167.0,572.1052631578947,1149.702380952381,1042.3353293413174,665.0035230841432,494.56059551049,5300.0,5210.0,1200.0,650.0
2,993.9705882352941,340.0,8.0,180.0,152.0,687.5,1048.9444444444443,945.0,540.1145214279858,430.457455847069,3150.0,3000.0,1150.0,800.0
2,914.6428571428571,168.0,16.0,104.0,48.0,423.75,1009.2307692307693,873.3333333333334,428.48802095726353,271.652233476608,3400.0,3300.0,1000.0,700.0
3,1114.2569444444443,432.0,140.0,178.0,114.0,581.85,1390.8988764044943,1336.140350877193,810.6512689907338,591.573701357733,7500.0,7350.0,1400.0,550.0
2,1297.5389408099688,321.0,113.0,112.0,96.0,983.7168141592921,1532.767857142857,1392.5,736.7422085528799,531.190407010302,3800.0,3700.0,1650.0,850.0
1,1007.25,160.0,71.0,64.0,25.0,752.112676056338,1272.8125,1052.0,510.617158263158,254.303490381584,5600.0,5450.0,1275.0,475.0
2,1561.081081081081,37.0,2.0,14.0,21.0,1600.0,1425.7142857142858,1647.6190476190477,334.2049989838567,95.9936333313656,2600.0,1700.0,2000.0,1000.0
1,813.5992907801418,564.0,167.0,203.0,194.0,603.1137724550898,828.0788177339901,979.639175257732,634.4205877638724,404.252629983163,6300.0,6160.0,900.0,535.0
2,888.3333333333334,174.0,30.0,76.0,68.0,481.6666666666667,1043.421052631579,894.4117647058823,397.73411630406343,242.627656876019,2800.0,2700.0,1150.0,600.0
1,885.5405405405405,185.0,74.0,62.0,49.0,696.2837837837837,1083.0645161290322,921.4285714285714,561.6118161446097,218.286332531897,6400.0,6250.0,1100.0,350.0
2,800.5982905982906,234.0,71.0,84.0,79.0,506.3380281690141,956.0714285714286,899.746835443038,408.39692774958024,238.116225286689,3100.0,3000.0,1000.0,550.0
1,1312.2697368421052,304.0,75.0,101.0,128.0,649.4666666666667,1812.970297029703,1305.546875,851.2408148501739,540.618703244502,5900.0,5800.0,2000.0,550.0
2,1428.3253588516745,209.0,53.0,99.0,57.0,840.566037735849,1716.060606060606,1475.0877192982457,725.682346104783,442.132473939331,4200.0,4100.0,2000.0,837.5
1,956.8948247078464,599.0,214.0,184.0,201.0,616.9626168224299,1170.3260869565217,1123.4328358208954,627.7618749773459,499.211071402039,5100.0,4950.0,1150.0,600.0
3,1927.669616519174,339.0,26.0,161.0,152.0,923.0769230769231,2075.776397515528,1942.6315789473683,1110.5768387691016,949.339938145078,6790.0,6640.0,2357.5,1200.0
2,905.3092783505155,194.0,86.0,84.0,24.0,476.27906976744185,1301.1904761904761,1057.0833333333333,455.532626682643,268.833008071985,3440.0,3340.0,1200.0,500.0
2,1169.7989949748744,199.0,35.0,75.0,89.0,914.0,1238.8,1212.247191011236,589.0378486333534,369.226000554085,3600.0,3400.0,1512.5,700.0
2,1046.7295597484276,318.0,74.0,160.0,84.0,850.6756756756756,1133.1875,1054.7619047619048,558.5772080462144,465.844265762842,4000.0,3900.0,1100.0,1000.0
2,1027.7854671280277,289.0,89.0,93.0,107.0,655.2808988764045,1275.9139784946237,1121.96261682243,609.7929394581056,395.672501819405,4400.0,4250.0,1200.0,600.0
2,1252.054794520548,292.0,55.0,107.0,130.0,613.6363636363636,1392.056074766355,1406.923076923077,683.3511909818669,522.947387136874,3600.0,3550.0,1700.0,800.0
1,947.875,240.0,101.0,92.0,47.0,606.9306930693069,1233.4782608695652,1121.4893617021276,511.48604098066596,328.001105220932,4700.0,4500.0,1200.0,600.0
1,1016.403162055336,506.0,173.0,160.0,173.0,716.4739884393064,1241.25,1108.3815028901734,616.4919348862453,514.24007437328,4400.0,4300.0,1200.0,700.0
1,1192.9375,160.0,36.0,75.0,49.0,527.7777777777778,1629.4666666666667,1013.469387755102,642.2299502866632,337.383406184138,5700.0,5600.0,1300.0,525.0
1,1253.8202247191011,178.0,49.0,73.0,56.0,678.7755102040817,1577.123287671233,1335.5357142857142,688.5055914602334,351.362342251682,6200.0,6100.0,1600.0,550.0
2,852.7316602316603,518.0,143.0,201.0,174.0,449.1958041958042,1037.7114427860697,970.6896551724138,541.4315951650726,468.388422852432,3800.0,3700.0,1100.0,500.0
2,796.5563725490196,408.0,205.0,103.0,100.0,616.0975609756098,1112.2815533980583,841.3,513.5305335059608,403.518968821309,2600.0,2450.0,1000.0,500.0
2,898.6530612244898,245.0,90.0,98.0,57.0,504.1111111111111,1267.3469387755101,887.719298245614,498.2887660097507,310.190360185803,3900.0,3800.0,1100.0,500.0
1,1034.5535714285713,336.0,130.0,114.0,92.0,670.1538461538462,1398.157894736842,1098.9130434782608,656.7811918830105,443.360548606416,4600.0,4450.0,1200.0,550.0
2,610.0,348.0,154.0,142.0,52.0,380.84415584415586,811.1971830985915,739.2307692307693,398.00586224243034,282.779476483438,3200.0,3100.0,750.0,350.0
1,1012.0863309352518,139.0,48.0,50.0,41.0,726.875,1065.4,1280.9756097560976,465.3211524834442,163.989372515817,5400.0,5250.0,1200.0,600.0
2,942.9616724738676,574.0,248.0,163.0,163.0,701.4516129032259,1180.0613496932515,1073.3128834355828,586.0733535292776,497.197587272527,3400.0,3300.0,1200.0,550.0
1,1523.2183908045977,261.0,56.0,80.0,125.0,599.1071428571429,1923.875,1680.8,900.4926623730971,619.412400814542,6050.0,5900.0,2000.0,800.0
2,1228.996282527881,269.0,49.0,107.0,113.0,702.8571428571429,1286.5420560747664,1402.654867256637,665.3505440246178,415.63893214726,4100.0,4000.0,1600.0,787.5
2,794.8556430446195,381.0,100.0,180.0,101.0,516.3,1028.1666666666667,654.8514851485148,522.1768767705183,409.403626857028,3400.0,3300.0,1000.0,450.0
2,1087.3615635179153,307.0,98.0,104.0,105.0,1191.4285714285713,1158.2692307692307,920.0,620.3550989540928,491.303032478757,4100.0,3800.0,1100.0,800.0
3,1070.3865979381444,388.0,151.0,133.0,104.0,671.4569536423841,1405.9398496240601,1220.4807692307693,793.8417650244585,512.266653201902,8400.0,8250.0,1200.0,550.0
2,802.3664122137404,262.0,54.0,138.0,70.0,517.0370370370371,960.5072463768116,710.7142857142857,423.98856025327257,283.458989531793,3000.0,2900.0,1000.0,550.0
1,1085.859649122807,285.0,56.0,108.0,121.0,463.2142857142857,1383.611111111111,1108.2644628099174,654.3318780473345,450.154052392226,4520.0,4420.0,1300.0,550.0
2,1014.434250764526,327.0,90.0,132.0,105.0,621.7777777777778,1252.4242424242425,1051.8095238095239,624.8774913357338,426.275841278408,4000.0,3850.0,1200.0,550.0
1,1248.1165919282512,223.0,61.0,74.0,88.0,587.7049180327868,1487.837837837838,1504.3181818181818,686.5328957902922,437.064306270248,4400.0,4300.0,1600.0,600.0
2,930.7909604519774,531.0,220.0,143.0,168.0,573.3181818181819,1228.811188811189,1145.2380952380952,598.9137909233762,496.207842549004,3350.0,3200.0,1200.0,550.0
2,1175.0,284.0,95.0,79.0,110.0,616.8421052631579,1537.8481012658228,1396.4545454545455,666.2819283770876,412.810007895496,3500.0,3400.0,1550.0,600.0
1,986.7955801104972,362.0,238.0,68.0,56.0,844.3277310924369,1374.264705882353,1121.7857142857142,598.5419027383972,490.970166280096,4800.0,4700.0,1000.0,720.0
2,972.3846153846154,130.0,20.0,58.0,52.0,568.5,1148.9655172413793,930.7692307692307,400.2597743649431,189.763518674541,3310.0,3160.0,1200.0,700.0
2,1218.4375,64.0,15.0,22.0,27.0,1020.0,1240.909090909091,1310.3703703703704,343.96676713052466,106.86606660511,2500.0,2350.0,1500.0,900.0
2,861.4018691588785,535.0,103.0,204.0,228.0,506.6990291262136,922.3529411764706,967.1052631578947,523.9136119756542,484.770064580046,3400.0,3300.0,1050.0,600.0
2,918.8603603603603,222.0,113.0,63.0,46.0,676.7256637168142,1173.2857142857142,1165.2173913043478,455.08670121177533,292.373857220942,2740.0,2540.0,1150.0,650.0
1,1154.3809523809523,210.0,16.0,92.0,102.0,721.875,1164.891304347826,1212.7450980392157,642.0842284381325,342.27459582203,4800.0,4600.0,1000.0,650.0
1,1564.2857142857142,168.0,57.0,63.0,48.0,1094.7368421052631,1722.2222222222222,1914.5833333333333,714.3966311804473,383.989893635947,6200.0,6000.0,2000.0,1000.0
1,1111.4503816793892,131.0,43.0,46.0,42.0,741.8604651162791,1271.7391304347825,1314.2857142857142,482.78959470454555,213.473622481948,4600.0,4300.0,1200.0,700.0
1,1223.9181286549708,171.0,35.0,82.0,54.0,659.4285714285714,1402.9268292682927,1317.962962962963,542.4726677082022,276.181752672168,4600.0,4450.0,1450.0,900.0
1,1545.9259259259259,270.0,52.0,104.0,114.0,725.9615384615385,1723.5576923076924,1757.8947368421052,903.4154364227539,619.140638571706,6050.0,5850.0,2000.0,900.0
2,878.0536912751678,298.0,4.0,138.0,156.0,462.5,912.0289855072464,858.6538461538462,481.58094965256987,385.320920018881,3750.0,3550.0,900.0,600.0
1,1060.2123493975903,664.0,215.0,210.0,239.0,535.4883720930233,1353.8142857142857,1274.2677824267782,764.8440969827514,672.075457022453,4820.0,4790.0,1475.0,500.0
2,931.7665615141956,317.0,49.0,137.0,131.0,461.42857142857144,1081.3138686131388,951.2977099236641,552.7246023491535,424.08173794112,4400.0,4250.0,1100.0,600.0
2,1320.229702970297,505.0,124.0,184.0,197.0,937.3387096774194,1492.7934782608695,1400.0609137055837,781.9036640377806,657.552861256087,4200.0,4100.0,1550.0,1000.0
1,1006.0048426150121,413.0,190.0,100.0,123.0,739.3157894736842,1218.1,1245.5284552845528,648.6664514932211,369.246302077409,6600.0,6500.0,1200.0,600.0
2,984.8913043478261,184.0,73.0,68.0,43.0,712.4657534246576,1154.4117647058824,1179.3023255813953,452.64332955216776,235.892377102992,2900.0,2750.0,1200.0,600.0
1,1480.16,250.0,22.0,123.0,105.0,960.9090909090909,1531.8699186991869,1528.3809523809523,795.5255692140798,557.565556132881,4590.0,4390.0,1900.0,1000.0
2,1149.7560975609756,205.0,35.0,69.0,101.0,629.1428571428571,1354.3478260869565,1190.3960396039604,564.2102390172247,374.875084983551,3400.0,3250.0,1350.0,800.0
1,1498.7823129251701,294.0,40.0,130.0,124.0,985.0,1600.323076923077,1558.0645161290322,926.1463089396328,668.518813710584,6400.0,6330.0,2000.0,850.0
2,1198.0836236933799,287.0,79.0,158.0,50.0,708.3544303797469,1519.240506329114,957.0,687.5480907874019,519.518967140024,3700.0,3550.0,1590.0,700.0
3,823.6058700209644,477.0,156.0,177.0,144.0,578.525641025641,1116.6666666666667,728.8888888888889,583.4925521090162,416.817682894998,6810.0,6660.0,1000.0,500.0
2,857.1253822629969,327.0,165.0,117.0,45.0,626.060606060606,1102.905982905983,1065.3333333333333,496.6331035344385,366.7182732361,3300.0,3270.0,1080.0,550.0
1,1515.3703703703704,216.0,57.0,84.0,75.0,882.4561403508771,1740.4761904761904,1744.2666666666667,818.5263337533703,462.876193480775,4650.0,4450.0,2400.0,700.0
1,954.6260387811634,361.0,111.0,142.0,108.0,540.8108108108108,1294.4366197183099,933.1481481481482,679.4024451730661,450.2668978222,5800.0,5700.0,1200.0,500.0
1,1093.7327188940092,217.0,72.0,98.0,47.0,730.5555555555555,1425.7142857142858,957.8723404255319,594.3525457807298,349.189967893769,4450.0,4350.0,1300.0,600.0
1,976.685606060606,264.0,114.0,108.0,42.0,738.7280701754386,1266.6666666666667,876.9047619047619,603.5138149887865,364.711981523859,5950.0,5850.0,1160.0,550.0
1,1019.8958333333334,192.0,30.0,103.0,59.0,737.3333333333334,1104.0776699029127,1016.6101694915254,513.1546312718821,288.218958992316,6050.0,5950.0,1255.0,600.0
1,929.2598967297763,581.0,193.0,195.0,193.0,575.0777202072538,1177.4871794871794,1032.6424870466321,655.6198303766598,472.769707396278,6600.0,6450.0,1127.5,550.0
2,1148.7431693989072,183.0,54.0,62.0,67.0,682.5925925925926,1410.0,1282.686567164179,570.7277124437188,246.5987624964,4000.0,3850.0,1400.0,600.0
2,802.4050632911392,553.0,248.0,162.0,143.0,576.6129032258065,1120.3086419753085,833.8461538461538,497.9970051073688,424.312037855904,2730.0,2630.0,1000.0,550.0
1,1038.7372013651877,293.0,109.0,117.0,67.0,672.4770642201835,1403.931623931624,996.8656716417911,649.7867077383714,424.802255581937,5300.0,5150.0,1300.0,500.0
1,865.6716417910447,469.0,167.0,192.0,110.0,543.7724550898204,1101.8229166666667,942.1818181818181,591.5853491594427,441.69218070234,4600.0,4500.0,1000.0,500.0
1,922.473309608541,562.0,175.0,227.0,160.0,543.0857142857143,1140.2643171806167,1028.4375,688.1641693202383,524.025816343846,4800.0,4650.0,1000.0,600.0
3,980.0554016620499,361.0,110.0,135.0,116.0,575.8181818181819,1199.037037037037,1108.5344827586207,614.1945285769732,408.884913017759,7250.0,7100.0,1100.0,620.0
1,981.8661616161617,396.0,122.0,144.0,130.0,547.4590163934427,1244.6458333333333,1098.4615384615386,659.8075165997549,446.933584972227,5000.0,4850.0,1110.0,550.0
1,1457.2444444444445,225.0,78.0,72.0,75.0,708.3333333333334,1917.0833333333333,1794.6666666666667,807.0186363506233,464.255626220284,6600.0,6450.0,2000.0,700.0
1,646.6637931034483,580.0,224.0,190.0,166.0,421.3169642857143,901.2631578947369,659.3373493975904,496.07862083890467,391.428892734091,6100.0,6000.0,850.0,300.0
2,1040.7945736434108,516.0,242.0,144.0,130.0,748.099173553719,1342.4305555555557,1251.5384615384614,687.376472376941,533.867263960798,3660.0,3600.0,1200.0,600.0
3,1099.25,320.0,124.0,104.0,92.0,666.2903225806451,1357.5961538461538,1390.7608695652175,672.0494615817213,459.473246438001,7000.0,6850.0,1300.0,600.0
2,793.3333333333334,192.0,35.0,110.0,47.0,571.4285714285714,934.5454545454545,628.0851063829788,407.8253298112627,233.913896616795,3380.0,3230.0,1000.0,400.0
1,1141.030303030303,330.0,96.0,146.0,88.0,597.6041666666666,1442.123287671233,1234.3181818181818,781.7038751072212,491.866884029846,6400.0,6250.0,1300.0,550.0
2,951.5197568389058,329.0,174.0,79.0,76.0,809.3678160919541,1130.632911392405,1090.7894736842106,560.6061098458962,388.46616330317,4400.0,4300.0,1100.0,750.0
1,973.801652892562,242.0,20.0,126.0,96.0,777.5,1030.4761904761904,940.3125,515.8303192958698,360.582161411984,5300.0,5270.0,1100.0,700.0
1,892.0994475138122,362.0,138.0,114.0,110.0,561.8840579710145,1070.438596491228,1121.5454545454545,559.5001568378901,403.071675204678,4600.0,4400.0,1000.0,550.0
2,1429.1780821917807,73.0,6.0,32.0,35.0,673.3333333333334,1401.875,1583.7142857142858,437.22024431136896,150.249422296517,3400.0,2960.0,2000.0,937.5
1,940.1729106628242,347.0,168.0,133.0,46.0,673.1547619047619,1300.0751879699249,874.7826086956521,603.9068288073747,432.884080152388,4560.0,4360.0,1100.0,500.0
1,883.6127167630058,346.0,118.0,149.0,79.0,514.7457627118644,1210.9395973154362,817.2151898734177,600.632020313878,413.286457454864,4800.0,4650.0,1000.0,450.0
2,796.4779874213837,318.0,56.0,161.0,101.0,490.17857142857144,900.2484472049689,800.8910891089109,441.59870560559125,349.97612560072,3000.0,2900.0,1000.0,600.0
3,1133.132911392405,316.0,127.0,121.0,68.0,722.2834645669292,1445.6198347107438,1344.4117647058824,723.982536353125,472.253424256299,7600.0,7550.0,1350.0,700.0
1,1114.5955882352941,272.0,114.0,69.0,89.0,575.5263157894736,1515.7971014492753,1494.0449438202247,686.3170797770268,392.487341823302,4400.0,4250.0,1600.0,600.0
3,948.7797147385103,631.0,254.0,210.0,167.0,686.3385826771654,1216.2857142857142,1011.556886227545,652.0849134874946,552.556887896942,7000.0,6900.0,1200.0,580.0
2,1006.2,575.0,188.0,223.0,164.0,669.4148936170212,1288.6322869955156,1008.2317073170732,643.6452316204483,543.988059755499,3050.0,2950.0,1400.0,600.0
1,1055.2888888888888,450.0,107.0,228.0,115.0,608.8785046728972,1318.1140350877192,949.5652173913044,675.6131879104576,590.954457440886,4800.0,4600.0,1200.0,700.0
2,930.9121621621622,296.0,75.0,105.0,116.0,436.0,1107.8095238095239,1090.7758620689656,507.73487863797686,372.430326276834,3250.0,3100.0,1200.0,500.0
2,789.6036585365854,656.0,189.0,239.0,228.0,558.1481481481482,878.36820083682,888.421052631579,466.26325216907327,389.104606123558,3600.0,3500.0,950.0,600.0
2,1046.72131147541,183.0,99.0,41.0,43.0,602.5252525252525,1689.7560975609756,1456.2790697674418,531.1497072323846,277.805171657796,4000.0,3850.0,1600.0,500.0
2,864.6462264150944,424.0,141.0,145.0,138.0,598.7234042553191,954.0,1042.463768115942,537.1796591704327,413.676894372851,3650.0,3550.0,1100.0,500.0
1,882.1006711409397,745.0,272.0,246.0,227.0,571.2316176470588,1104.6341463414635,1013.4361233480176,539.9434084781213,449.132193337612,4800.0,4770.0,1035.0,550.0
2,1090.4906937394246,591.0,193.0,220.0,178.0,670.7772020725389,1280.2727272727273,1311.0112359550562,713.1812089535274,588.630332223007,4300.0,4100.0,1300.0,700.0
2,869.4103194103194,407.0,164.0,111.0,132.0,506.219512195122,1139.3693693693695,1093.6363636363637,534.82896866881,435.382362437774,3070.0,2920.0,1200.0,500.0
3,1253.5802469135801,324.0,126.0,84.0,114.0,886.4285714285714,1602.7380952380952,1402.1052631578948,812.2065281682642,536.311819028491,7100.0,6950.0,1425.0,750.0
2,1323.639705882353,272.0,74.0,87.0,111.0,773.5135135135135,1654.942528735632,1430.7207207207207,787.9083733102093,527.25209526589,4200.0,4020.0,2000.0,600.0
1,1221.0428571428572,210.0,60.0,83.0,67.0,779.6666666666666,1523.4939759036145,1241.6268656716418,750.160855305681,337.971830409858,6100.0,6070.0,1220.0,700.0
1,845.1666666666666,480.0,156.0,183.0,141.0,440.64102564102564,1044.3169398907103,1034.2553191489362,595.8645473967013,405.687256737582,4700.0,4600.0,1075.0,450.0
1,573.8435897435897,390.0,103.0,163.0,124.0,326.84466019417476,638.7116564417178,693.741935483871,415.2821454152693,291.548949236689,6560.0,6530.0,700.0,300.0
1,1159.7058823529412,272.0,89.0,108.0,75.0,660.7865168539325,1393.2407407407406,1415.4666666666667,687.7328025271648,425.493490715214,4700.0,4550.0,1550.0,560.0
1,572.8471138845554,641.0,167.0,239.0,235.0,320.4491017964072,656.276150627615,667.3617021276596,452.5108090245746,332.191070899823,6640.0,6590.0,680.0,300.0
1,880.6532663316583,398.0,131.0,176.0,91.0,485.41984732824426,1131.1363636363637,965.1648351648352,628.9708655861778,468.318108673237,4900.0,4800.0,1010.0,470.0
1,913.6842105263158,513.0,156.0,179.0,178.0,532.5,986.9832402234637,1174.0449438202247,736.708279562512,548.672599818719,6300.0,6200.0,1150.0,400.0
1,877.2926829268292,410.0,165.0,130.0,115.0,462.4848484848485,1134.076923076923,1182.1739130434783,616.029381260385,463.98520292838,5540.0,5440.0,1100.0,450.0
1,1025.9782608695652,368.0,150.0,114.0,104.0,791.2,1120.0,1261.5384615384614,638.7285692411984,422.594917856334,4500.0,4400.0,1200.0,650.0
2,1096.6666666666667,426.0,158.0,140.0,128.0,565.8227848101266,1303.857142857143,1525.3125,741.5958775393746,461.047198048418,4350.0,4250.0,1350.0,600.0
2,684.3818984547462,453.0,154.0,160.0,139.0,437.0779220779221,900.6875,709.3884892086331,433.4465257432033,278.383852445335,4230.0,4080.0,800.0,450.0
2,1198.4481981981983,444.0,56.0,202.0,186.0,768.9285714285714,1236.8861386138615,1286.021505376344,729.63597793264,650.383107463627,3950.0,3800.0,1550.0,820.0
